"","region","abbr","id","year","voting","category","categoryvalue","change_point","continent"
"395","South Africa","ZAF",8,1933,1,"nascent",0,"Change","Africa"
"396","South Korea","KOR",42,1948,1,"developing",3,"Change","Asia"
"397","South Korea","KOR",42,1950,0,"developing",3,"No Change","Asia"
"398","South Korea","KOR",42,1951,1,"developing",3,"Change","Asia"
"399","South Korea","KOR",42,1961,0,"developing",3,"No Change","Asia"
"400","South Korea","KOR",42,1963,1,"developing",3,"Change","Asia"
"401","South Korea","KOR",42,1972,0,"developing",3,"No Change","Asia"
"402","South Korea","KOR",42,1973,1,"developing",3,"Change","Asia"
"403","South Korea","KOR",42,1980,0,"developing",3,"No Change","Asia"
"404","South Korea","KOR",42,1981,1,"developing",3,"Change","Asia"
"405","South Yemen","YMD",23,1978,1,"developing",3,"Change",NA
"406","South Yemen","YMD",23,1990,0,"developing",3,"No Change",NA
"407","Spain","ESP",96,1933,1,"developing",3,"Change","Europe"
"408","Spain","ESP",96,1936,0,"developing",3,"No Change","Europe"
"409","Spain","ESP",96,1977,1,"developing",3,"Change","Europe"
"410","Sri Lanka","LKA",131,1931,1,"developing",3,"Change","Asia"
"411","Sudan","SDN",33,1965,1,"emerging",2,"Change","Africa"
"412","Sudan","SDN",33,1969,0,"emerging",2,"No Change","Africa"
"413","Sudan","SDN",33,1974,1,"emerging",2,"Change","Africa"
"414","Sudan","SDN",33,1985,0,"emerging",2,"No Change","Africa"
"415","Sudan","SDN",33,1986,1,"emerging",2,"Change","Africa"
"416","Sudan","SDN",33,1989,0,"emerging",2,"No Change","Africa"
"417","Sudan","SDN",33,1996,1,"emerging",2,"Change","Africa"
"418","Sudan","SDN",33,1999,0,"emerging",2,"No Change","Africa"
"419","Sudan","SDN",33,2000,1,"emerging",2,"Change","Africa"
"420","Suriname","SUR",4,1949,1,"established",4,"Change","Americas"
"421","Suriname","SUR",4,1980,0,"established",4,"No Change","Americas"
"422","Suriname","SUR",4,1987,1,"established",4,"Change","Americas"
"423","Sweden","SWE",5,1921,1,"established",4,"Change","Europe"
"424","Switzerland","CHE",6,1971,1,"established",4,"Change","Europe"
"425","Syria","SYR",97,1949,1,"developing",3,"Change","Asia"
"426","Syria","SYR",97,1951,0,"developing",3,"No Change","Asia"
"427","Syria","SYR",97,1953,1,"developing",3,"Change","Asia"
"428","Syria","SYR",97,1958,0,"developing",3,"No Change","Asia"
"429","Syria","SYR",97,1961,1,"developing",3,"Change","Asia"
"430","Syria","SYR",97,1963,0,"developing",3,"No Change","Asia"
"431","Syria","SYR",97,1973,1,"developing",3,"Change","Asia"
"432","Taiwan","TWN",48,1989,1,"established",4,"Change","Asia"
"433","Tanzania","TZA",47,1959,1,"nascent",0,"Change","Africa"
"434","Thailand","THA",49,1933,1,"emerging",2,"Change","Asia"
"435","Thailand","THA",49,1947,0,"emerging",2,"No Change","Asia"
"436","Thailand","THA",49,1948,1,"emerging",2,"Change","Asia"
"437","Thailand","THA",49,1951,0,"emerging",2,"No Change","Asia"
"438","Thailand","THA",49,1952,1,"emerging",2,"Change","Asia"
"439","Thailand","THA",49,1958,0,"emerging",2,"No Change","Asia"
"440","Thailand","THA",49,1969,1,"developing",3,"Change","Asia"
"441","Thailand","THA",49,1971,0,"developing",3,"No Change","Asia"
"442","Thailand","THA",49,1975,1,"developing",3,"Change","Asia"
"443","Thailand","THA",49,1976,0,"developing",3,"No Change","Asia"
"444","Thailand","THA",49,1979,1,"developing",3,"Change","Asia"
"445","Thailand","THA",49,1991,0,"established",4,"No Change","Asia"
"446","Thailand","THA",49,1992,1,"established",4,"Change","Asia"
"447","The Gambia","GMB",117,1947,1,"nascent",1,"Change","Africa"
"448","The Gambia","GMB",117,1994,0,"developing",3,"No Change","Africa"
"449","The Gambia","GMB",117,1996,1,"developing",3,"Change","Africa"
"450","Togo","TGO",134,1946,1,"nascent",1,"Change","Africa"
"451","Togo","TGO",134,1967,0,"developing",3,"No Change","Africa"
"452","Togo","TGO",134,1979,1,"developing",3,"Change","Africa"
"453","Trinidad and Tobago","TTO",135,1925,1,"emerging",2,"Change","Americas"
"454","Tunisia","TUN",98,1956,1,"emerging",2,"Change","Africa"
"455","Turkey","TUR",99,1935,1,"developing",3,"Change","Asia"
"456","Turkey","TUR",99,1960,0,"developing",3,"No Change","Asia"
"457","Turkey","TUR",99,1961,1,"developing",3,"Change","Asia"
"458","Turkey","TUR",99,1980,0,"developing",3,"No Change","Asia"
"459","Turkey","TUR",99,1983,1,"developing",3,"Change","Asia"
"460","Uganda","UGA",50,1958,1,"emerging",2,"Change","Africa"
"461","Uganda","UGA",50,1971,0,"developing",3,"No Change","Africa"
"462","Uganda","UGA",50,1980,1,"developing",3,"Change","Africa"
"463","Uganda","UGA",50,1985,0,"developing",3,"No Change","Africa"
"464","Uganda","UGA",50,1989,1,"established",4,"Change","Africa"
"465","United Kingdom","GBR",101,1918,1,"developing",3,"Change","Europe"
"466","United States of America","USA",20,1920,1,"developing",3,"Change","Americas"
"467","Uruguay","URY",102,1938,1,"developing",3,"Change","Americas"
"468","Uruguay","URY",102,1973,0,"developing",3,"No Change","Americas"
"469","Uruguay","URY",102,1985,1,"established",4,"Change","Americas"
"470","Uzbekistan","UZB",140,1990,1,"developing",3,"Change","Asia"
"471","Vanuatu","VUT",206,1975,1,"developing",3,"Change","Oceania"
"472","Venezuela","VEN",51,1946,1,"developing",3,"Change","Americas"
"473","Venezuela","VEN",51,1948,0,"developing",3,"No Change","Americas"
"474","Venezuela","VEN",51,1953,1,"emerging",2,"Change","Americas"
"475","Venezuela","VEN",51,1958,0,"developing",3,"No Change","Americas"
"476","Venezuela","VEN",51,1959,1,"established",4,"Change","Americas"
"477","Vietnam","VNM",34,1954,1,"developing",3,"Change","Asia"
"478","Yemen","YEM",14,1971,1,"nascent",1,"Change","Asia"
"479","Yemen","YEM",14,1974,0,"nascent",1,"No Change","Asia"
"480","Yemen","YEM",14,1988,1,"nascent",1,"Change","Asia"
"481","Zambia","ZMB",61,1926,1,"nascent",1,"Change","Africa"
"482","Zimbabwe","ZWE",62,1920,1,"nascent",1,"Change","Africa"
"483","Zimbabwe","ZWE",62,1979,0,"nascent",1,"No Change","Africa"
"484","Zimbabwe","ZWE",62,1980,1,"developing",3,"Change","Africa"
"485","Armenia","ARM",105,1990,1,"established",4,"No Change","Asia"
"486","Azerbaijan","AZE",106,1990,1,"developing",3,"No Change","Asia"
"487","Bahrain","BHR",146,1900,0,"nascent",1,"No Change","Asia"
"488","Belarus","BLR",107,1990,1,"established",4,"No Change","Europe"
"489","Bhutan","BTN",53,1900,0,"emerging",2,"No Change","Asia"
"490","Cameroon","CMR",108,1961,1,"emerging",2,"No Change","Africa"
"491","Eritrea","ERI",115,1900,0,"nascent",1,"No Change","Africa"
"492","Georgia","GEO",118,1990,1,"established",4,"No Change","Asia"
"493","Kazakhstan","KAZ",121,1990,1,"established",4,"No Change","Asia"
"494","Kosovo","XKX",43,1999,0,"developing",3,"No Change",NA
"495","Kuwait","KWT",171,1900,0,"nascent",1,"No Change","Asia"
"496","Kyrgyzstan","KGZ",122,1990,1,"established",4,"No Change","Asia"
"497","Moldova","MDA",126,1990,1,"established",4,"No Change","Europe"
"498","New Zealand","NZL",185,1900,1,"established",4,"No Change","Oceania"
"499","North Macedonia","MKD",176,1991,1,"established",4,"No Change","Europe"
"500","Palestine/Gaza","PSG",138,1948,0,"nascent",0,"No Change",NA
"501","Qatar","QAT",94,1900,0,"nascent",1,"No Change","Asia"
"502","Saudi Arabia","SAU",197,1900,0,"nascent",1,"No Change","Asia"
"503","Slovenia","SVN",202,1989,1,"established",4,"No Change","Europe"
"504","Somaliland","SML",139,1900,0,"emerging",2,"No Change",NA
"505","Tajikistan","TJK",133,1990,1,"established",4,"No Change","Asia"
"506","Timor-Leste","TLS",74,1900,0,"nascent",1,"No Change","Asia"
"507","Turkmenistan","TKM",136,1990,1,"developing",3,"No Change","Asia"
"508","Ukraine","UKR",100,1990,1,"established",4,"No Change","Europe"
"509","United Arab Emirates","ARE",207,1971,0,"nascent",1,"No Change","Asia"
